userName,score,at,content,label,clean_content
Pengguna Google,3,2026-06-01 02:12:53,halloo!! gmn ini gojek kok semakin lama semakin naik aja. pdhl saya pengguna lama lo. awal nya cmn 12rb. naik 17500. ckrg naik lgi 21rb. gk salah ta. pdhl tujuan sama.. gk bagus lm2 aplikasi ini.,Negatif,halloo gmn ini gojek kok semakin lama semakin naik aja pdhl saya pengguna lama lo awal nya cmn rb naik ckrg naik lgi rb gk salah ta pdhl tujuan sama gk bagus lm aplikasi ini
Pengguna Google,5,2026-06-01 02:02:26,"Pengalaman naik GOJEK bagi saya sangatlah bagus sekali. Karena banyak faktor hal yang bisa dijadikan alasan kenapa saya memilih GOJEK, termasuk yang paling utama sekali adalah karena GOJEK ini merupakan hasil buah pikiran serta karya dari Anak Bangsa Indonesia untuk membangun perekonomian Indonesia. Dan sudah seharus-nya kita yang mengatakan NKRI Harga Mati bangga menggunakan & Cinta dengan Produk & Hasil Karya Anak Bangsa 👍👍👍",Positif,pengalaman naik gojek bagi saya sangatlah bagus sekali karena banyak faktor hal yang bisa dijadikan alasan kenapa saya memilih gojek termasuk yang paling utama sekali adalah karena gojek ini merupakan hasil buah pikiran serta karya dari anak bangsa indonesia untuk membangun perekonomian indonesia dan sudah seharusnya kita yang mengatakan nkri harga mati bangga menggunakan cinta dengan produk hasil karya anak bangsa
Pengguna Google,1,2026-06-01 01:54:15,"di hp saya lag banget masa lagi lihat"" makanan kepencet beli dan ongkirnya mahal banget lagi dan ga bisa dibatalin, diaplikasi lain bisa disini kok ga bisa padahal masih beberapa detik dari pemesanan tolong perbaiki lagi ONGKIRNYA TERLALU MAHAL",Negatif,di hp saya lag banget masa lagi lihat makanan kepencet beli dan ongkirnya mahal banget lagi dan ga bisa dibatalin diaplikasi lain bisa disini kok ga bisa padahal masih beberapa detik dari pemesanan tolong perbaiki lagi ongkirnya terlalu mahal
Pengguna Google,5,2026-06-01 01:40:16,sangat mmbantu,Positif,sangat mmbantu
Pengguna Google,5,2026-06-01 01:38:59,"Sengaja ngasih bintang 5, biar ulasanku bisa direspon. nih semalam aku mau batalin langganan gojek plus, tapi nggak bisa, fitur isi alasannya nggak muncul. aku pindahin lah saldoku ke simpanan jago, dan aku cek pagi ini saldonya terpotong 😭😭😭😭😭. kyk dipaksa buat langganan. nggak terima, walaupun nominalnya nggak seberapa tetap aja merasa dirugikan 😠",Positif,sengaja ngasih bintang biar ulasanku bisa direspon nih semalam aku mau batalin langganan gojek plus tapi nggak bisa fitur isi alasannya nggak muncul aku pindahin lah saldoku ke simpanan jago dan aku cek pagi ini saldonya terpotong kyk dipaksa buat langganan nggak terima walaupun nominalnya nggak seberapa tetap aja merasa dirugikan
Pengguna Google,1,2026-06-01 01:23:23,"gojek ini mengerikan, sama seperti menipu penumpang klu aplikasi sudah sesuai alamat tapi kok titiknya berbeda , kejadian tidak menyenangkan yang saya alami order tujuan sudah sesuai alamat dan alamat tsbt cmn ada 1 di surabaya sidomulyo sidotopo jl kenjeran, driver mengikuti map tujuan arah beda ditengah jalan saya disuruh rubah alamat tujuan lagi & berubah titik yg sesuai !!! harusnya kena tarif 37.500 tapi saya harus bayar 53.500 . !! brengsek jangan seperti ini lah aplikasi nipu customer !!",Negatif,gojek ini mengerikan sama seperti menipu penumpang klu aplikasi sudah sesuai alamat tapi kok titiknya berbeda kejadian tidak menyenangkan yang saya alami order tujuan sudah sesuai alamat dan alamat tsbt cmn ada di surabaya sidomulyo sidotopo jl kenjeran driver mengikuti map tujuan arah beda ditengah jalan saya disuruh rubah alamat tujuan lagi berubah titik yg sesuai harusnya kena tarif tapi saya harus bayar brengsek jangan seperti ini lah aplikasi nipu customer
Pengguna Google,5,2026-06-01 01:12:03,nyaman dan fraktis,Positif,nyaman dan fraktis
Pengguna Google,1,2026-06-01 01:11:12,gofood lu kacau sekarang..dasar kapitalis..,Negatif,gofood lu kacau sekarangdasar kapitalis
Pengguna Google,4,2026-06-01 01:06:12,buat driver nya bagus sama biayanya murah terjangkau lah buat anak sekolah yang uang nya pas' an,Positif,buat driver nya bagus sama biayanya murah terjangkau lah buat anak sekolah yang uang nya pas an
Pengguna Google,1,2026-06-01 00:47:24,apk gak jelas,Negatif,apk gak jelas
Pengguna Google,5,2026-06-01 00:07:57,"cepat,simpel dan mantab",Positif,cepatsimpel dan mantab
Pengguna Google,5,2026-06-01 00:07:28,sangat memuaskan dari Aplikasi lain,Positif,sangat memuaskan dari aplikasi lain
Pengguna Google,5,2026-05-31 23:46:04,"Alhamdulillah selalu amanah,cepat",Positif,alhamdulillah selalu amanahcepat
Pengguna Google,1,2026-05-31 23:20:54,udah di download gabisa dipake,Negatif,udah di download gabisa dipake
Pengguna Google,1,2026-05-31 22:04:21,"sekarang tarif nya mahal bgt, udh gitu titik nya ngaco, gampang bgt berubah, banyak driver nyaa yg alesan lgi makan mlu, ga lagi lagi pake gojek, kapokk",Negatif,sekarang tarif nya mahal bgt udh gitu titik nya ngaco gampang bgt berubah banyak driver nyaa yg alesan lgi makan mlu ga lagi lagi pake gojek kapokk
Pengguna Google,5,2026-05-31 20:45:37,lancar jaya,Positif,lancar jaya
Pengguna Google,5,2026-05-31 19:04:24,good,Positif,good
Pengguna Google,5,2026-05-31 18:53:45,good job,Positif,good job
Pengguna Google,1,2026-05-31 18:48:10,aplikasi ter lelet yang pernah digunakan internet lancar buka apk ini lelet tenan cuk,Negatif,aplikasi ter lelet yang pernah digunakan internet lancar buka apk ini lelet tenan cuk
Pengguna Google,5,2026-05-31 18:47:21,Mantap dah,Positif,mantap dah
Pengguna Google,5,2026-05-31 18:25:53,memudahkan perjalanan,Positif,memudahkan perjalanan
Pengguna Google,5,2026-05-31 18:09:15,mantap,Positif,mantap
Pengguna Google,5,2026-05-31 17:59:04,bermanfaat,Positif,bermanfaat
Pengguna Google,1,2026-05-31 17:37:29,"gak ada pesan tiba² ada driver yg antar krmh, di aplikasi malah ada pesanan dalam proses, bug aplikasi nyusahin driver sama pelanggan",Negatif,gak ada pesan tiba ada driver yg antar krmh di aplikasi malah ada pesanan dalam proses bug aplikasi nyusahin driver sama pelanggan
Pengguna Google,5,2026-05-31 17:32:26,mantapppppp,Positif,mantapppppp
Pengguna Google,5,2026-05-31 17:32:03,sangat mempermudah bagi orang yang tidak memeliki kendaraan,Positif,sangat mempermudah bagi orang yang tidak memeliki kendaraan
Pengguna Google,5,2026-05-31 17:18:41,"driver pada ramah semua, dan kadang ada yg cuek, rapi okee👍",Positif,driver pada ramah semua dan kadang ada yg cuek rapi okee
Pengguna Google,5,2026-05-31 16:45:07,semoga lebih bermanfaat bagi pengguna dan mitra2nya,Positif,semoga lebih bermanfaat bagi pengguna dan mitranya
Pengguna Google,5,2026-05-31 16:36:05,Alhamdulillah selama ini terbantu dengan gojek,Positif,alhamdulillah selama ini terbantu dengan gojek
Pengguna Google,5,2026-05-31 16:15:12,"Aplikasi jasa paling membantu untuk kehidupan sehari hari,bisa antar jemput, membeli makanan, antar barang dan masih banyak lagi",Positif,aplikasi jasa paling membantu untuk kehidupan sehari haribisa antar jemput membeli makanan antar barang dan masih banyak lagi
Pengguna Google,1,2026-05-31 16:14:40,"waktu tunggu pencarian driver gofood hampir 1 jam. tidak bisa dibatalin, padahal keterangan menyebut dapur akan mempersiapkan makanan jika driver sudah didapatkan. waktu penyiapan makanan telat 22menit, belum waktu pengantaran. kebayang berapa lama customer menunggu. Jauh lebih baik aplikasi Grab.",Negatif,waktu tunggu pencarian driver gofood hampir jam tidak bisa dibatalin padahal keterangan menyebut dapur akan mempersiapkan makanan jika driver sudah didapatkan waktu penyiapan makanan telat menit belum waktu pengantaran kebayang berapa lama customer menunggu jauh lebih baik aplikasi grab
Pengguna Google,5,2026-05-31 16:05:48,ok,Positif,ok
Pengguna Google,1,2026-05-31 16:05:31,"tolong ya itu driver2nya yang suka nutupin 2 digit plat nomor suka melakukan hal tidak menyenangkan dijalan, dan percuma buat pengaduan via email klo gak bisa diaduin",Negatif,tolong ya itu drivernya yang suka nutupin digit plat nomor suka melakukan hal tidak menyenangkan dijalan dan percuma buat pengaduan via email klo gak bisa diaduin
Pengguna Google,1,2026-05-31 16:02:32,Jangan Mau mesan go Food disini datangnya 2 jam,Negatif,jangan mau mesan go food disini datangnya jam
Pengguna Google,1,2026-05-31 15:46:12,"khusus makanan, JAUH SAMA SPFOOD, INI LELET, SUSAH CARI DRIVER dan LEBIH PRO SI SPFOOD",Negatif,khusus makanan jauh sama spfood ini lelet susah cari driver dan lebih pro si spfood
Pengguna Google,4,2026-05-31 15:41:13,kadang kadang gak dapet ocol,Positif,kadang kadang gak dapet ocol
Pengguna Google,1,2026-05-31 15:34:04,Banyak biaya aneh yang menguntungkan pihak aplikator. Driver dan Resto Hanya sebagai Sapi Perah.,Negatif,banyak biaya aneh yang menguntungkan pihak aplikator driver dan resto hanya sebagai sapi perah
Pengguna Google,1,2026-05-31 15:27:06,infonya nih buat gocar dan godrive puncak cisarua. kalau kaga pada niat kerja.mending kaga usah kerja...gua nunggu nunggu pada diam d tempat kendaraannya...pada nunyul kah,Negatif,infonya nih buat gocar dan godrive puncak cisarua kalau kaga pada niat kerjamending kaga usah kerjagua nunggu nunggu pada diam d tempat kendaraannyapada nunyul kah
Pengguna Google,1,2026-05-31 15:22:06,aplikasi gojek ribet harus daftar dulu ga kaya aplikasi yg lain otomatis langsung masuk,Negatif,aplikasi gojek ribet harus daftar dulu ga kaya aplikasi yg lain otomatis langsung masuk
Pengguna Google,5,2026-05-31 15:21:54,ok,Positif,ok
Pengguna Google,5,2026-05-31 15:16:36,cepat dalam melayani dan aplikasi ini sangat berguna bagi saya,Positif,cepat dalam melayani dan aplikasi ini sangat berguna bagi saya
Pengguna Google,5,2026-05-31 15:06:13,Go foward,Positif,go foward
Pengguna Google,5,2026-05-31 14:55:14,Alhamdulillah saya puas dengan layanan gojek y🙏,Positif,alhamdulillah saya puas dengan layanan gojek y
Pengguna Google,1,2026-05-31 14:45:51,jelek,Negatif,jelek
Pengguna Google,1,2026-05-31 14:31:09,tiap tiap pesen makanan atau goride dapet nya driver yg jauh Mulu padahal banyak driver yg Deket tapi dapet yg jauh Mulu yg estimasi nya 10-15 menit,Negatif,tiap tiap pesen makanan atau goride dapet nya driver yg jauh mulu padahal banyak driver yg deket tapi dapet yg jauh mulu yg estimasi nya menit
Pengguna Google,1,2026-05-31 14:12:10,"Saya kecewa dengan penanganan customer service Gojek. Saat saya melaporkan transaksi yang tidak saya kenali, saya justru diarahkan untuk mengurusnya sendiri ke pihak lain tanpa bantuan yang berarti. Sebagai pengguna, saya berharap Gojek dapat memberikan dukungan yang lebih jelas dan membantu menyelesaikan masalah, terutama ketika menyangkut kehilangan saldo dan keamanan transaksi.",Negatif,saya kecewa dengan penanganan customer service gojek saat saya melaporkan transaksi yang tidak saya kenali saya justru diarahkan untuk mengurusnya sendiri ke pihak lain tanpa bantuan yang berarti sebagai pengguna saya berharap gojek dapat memberikan dukungan yang lebih jelas dan membantu menyelesaikan masalah terutama ketika menyangkut kehilangan saldo dan keamanan transaksi
Pengguna Google,5,2026-05-31 13:58:18,"memudahkan, terimakasih",Positif,memudahkan terimakasih
Pengguna Google,5,2026-05-31 13:51:53,Alhamdulillah dengan aplikasi Gojek saya yang tidak diizinkan menggunakan kendaraan sangat terbantu dan Alhamdulillah setiap hari ketemu orang² baik pejuang² rupiah dan yang paling pentingnya bisa bersedekah secara tidak langsung. 2 Anakkupun happy sekolah bersama Gojek. Sedikit saran atributnya di gratisin aja supaya bapak ibu driver lebih keren kalau pakai atribut yang bersih.,Positif,alhamdulillah dengan aplikasi gojek saya yang tidak diizinkan menggunakan kendaraan sangat terbantu dan alhamdulillah setiap hari ketemu orang baik pejuang rupiah dan yang paling pentingnya bisa bersedekah secara tidak langsung anakkupun happy sekolah bersama gojek sedikit saran atributnya di gratisin aja supaya bapak ibu driver lebih keren kalau pakai atribut yang bersih
Pengguna Google,4,2026-05-31 13:19:53,ok deh,Positif,ok deh
Pengguna Google,5,2026-05-31 13:19:05,so far so good🤗👍🤘🏻,Positif,so far so good
Pengguna Google,5,2026-05-31 13:02:54,sangat praktis dan cepat,Positif,sangat praktis dan cepat
Pengguna Google,5,2026-05-31 12:51:14,mantaffff,Positif,mantaffff
Pengguna Google,1,2026-05-31 12:38:48,"Banyak driver Gojek di area Yogyakarta tidak pasang plat nomer di motor nya, alasannya platnya copot lah..., jatoh lah...😩",Negatif,banyak driver gojek di area yogyakarta tidak pasang plat nomer di motor nya alasannya platnya copot lah jatoh lah
Pengguna Google,5,2026-05-31 12:18:34,ok,Positif,ok
Pengguna Google,1,2026-05-31 12:14:32,sering ga dapet driver buat gofood,Negatif,sering ga dapet driver buat gofood
Pengguna Google,3,2026-05-31 12:11:25,"Teruntuk Gojek, mohon dengan sangat di perhatikan, di area sekitar terpantau banyak driver nunggu orderan, tapi kenapa saya order membutuhkan waktu lama ? dan sekalinya dapat, posisinya jauh sangat dari titik penjemputan.",Negatif,teruntuk gojek mohon dengan sangat di perhatikan di area sekitar terpantau banyak driver nunggu orderan tapi kenapa saya order membutuhkan waktu lama dan sekalinya dapat posisinya jauh sangat dari titik penjemputan
Pengguna Google,1,2026-05-31 12:10:03,"Coba di bantu untk Aplikasi, dengan nasabah gojek pinjam ingin Melakukan pelunasan kok tidak di respon... Dibantu untk katanya diskon pembayaran Katanya mau di bayarinn tapi mau di bayar ga ada bantuannya",Negatif,coba di bantu untk aplikasi dengan nasabah gojek pinjam ingin melakukan pelunasan kok tidak di respon dibantu untk katanya diskon pembayaran katanya mau di bayarinn tapi mau di bayar ga ada bantuannya
Pengguna Google,5,2026-05-31 12:06:54,"jujur baru sekarang kecewa sama driver gocar, 3 kali dpt driver tapi malah pada gk jalan gara2 jauh perjalanan, padahal aku gk pesen yg hemat, tolong dong buat driver2 klo misal gk mau y jangan di ambil bukan malah nawar harga yg ga masuk akal!!!",Positif,jujur baru sekarang kecewa sama driver gocar kali dpt driver tapi malah pada gk jalan gara jauh perjalanan padahal aku gk pesen yg hemat tolong dong buat driver klo misal gk mau y jangan di ambil bukan malah nawar harga yg ga masuk akal
Pengguna Google,5,2026-05-31 12:05:51,membantu bagi para pengelana di kota2 orang makasih🙏,Positif,membantu bagi para pengelana di kota orang makasih
Pengguna Google,5,2026-05-31 12:00:34,bagus sih hanya di chatnya gak privasi soalnya ada aja yang chat sembarangan,Positif,bagus sih hanya di chatnya gak privasi soalnya ada aja yang chat sembarangan
Pengguna Google,5,2026-05-31 11:58:26,Terbaik,Positif,terbaik
Pengguna Google,5,2026-05-31 11:44:08,Cepat dan responsif,Positif,cepat dan responsif
Pengguna Google,1,2026-05-31 11:39:41,menurut saya pilihan anda untuk customer tidak bisa cancel adalah pilhan yang CERDAS..... sedangkan driver dan resto dapat mengcancel kapan saja semau mereka ditambah ini ada resto yang tutup tapi diaplikasi buka driver enggan/ tidak bisa cancel resto tidak bisa dikabari dan customer hanya bisa pasrah menunggu 30 menit bahkan lebih untuk bisa cancel dan pengembalian dana lagi dan lagi KECEWA,Negatif,menurut saya pilihan anda untuk customer tidak bisa cancel adalah pilhan yang cerdas sedangkan driver dan resto dapat mengcancel kapan saja semau mereka ditambah ini ada resto yang tutup tapi diaplikasi buka driver enggan tidak bisa cancel resto tidak bisa dikabari dan customer hanya bisa pasrah menunggu menit bahkan lebih untuk bisa cancel dan pengembalian dana lagi dan lagi kecewa
Pengguna Google,5,2026-05-31 11:20:34,sangat membantu,Positif,sangat membantu
Pengguna Google,4,2026-05-31 11:10:05,Good,Positif,good
Pengguna Google,5,2026-05-31 10:10:35,mantaap,Positif,mantaap
Pengguna Google,5,2026-05-31 10:06:01,Tetap berkarya,Positif,tetap berkarya
Pengguna Google,5,2026-05-31 10:03:26,Pelayanan nya cepat..,Positif,pelayanan nya cepat
Pengguna Google,1,2026-05-31 09:31:10,jangan karna ownernya masuk penjara jadi lemot dah apk nya,Negatif,jangan karna ownernya masuk penjara jadi lemot dah apk nya
Pengguna Google,5,2026-05-31 09:09:13,baik,Positif,baik
Pengguna Google,5,2026-05-31 09:02:52,mantabs 👍🏻,Positif,mantabs
Pengguna Google,5,2026-05-31 08:59:37,mantap,Positif,mantap
Pengguna Google,5,2026-05-31 08:55:09,"Gofood sangat membantu sekali dalam keadaan lapar tapi mager. Gojek sangat membantu saat bepergian tapi mager bawa kendaraan atau sedang tidak bawa kendaraan. Gosend sangat membantu saat ingin mengirim sesuatu tapi mager. Gocar, Go shop juga ok keren pokoknya sangat membantu saya saat dibutuhkan.",Positif,gofood sangat membantu sekali dalam keadaan lapar tapi mager gojek sangat membantu saat bepergian tapi mager bawa kendaraan atau sedang tidak bawa kendaraan gosend sangat membantu saat ingin mengirim sesuatu tapi mager gocar go shop juga ok keren pokoknya sangat membantu saya saat dibutuhkan
Pengguna Google,5,2026-05-31 08:44:28,terimakasih atas penanganan call center 24 jam sangat cepat,Positif,terimakasih atas penanganan call center jam sangat cepat
Pengguna Google,5,2026-05-31 07:57:27,tangkurak sia,Positif,tangkurak sia
Pengguna Google,5,2026-05-31 07:51:40,banyakkkk bgttt promonya dan g nanggung klo ada promo,Positif,banyakkkk bgttt promonya dan g nanggung klo ada promo
Pengguna Google,3,2026-05-31 07:48:55,"sangat disayangkan driver nya masih ada aja yg klo ga mau ambil orderan di chat ataupun ditelpon ga direspon dan diem aja ga gerak.. harus ada perhatian dr aplikasi untuk driver yg seperti ini, gpp klo ga mau ambil orderan, tinggal chat customer aja kok, jangan diem aja sampe kita nunggu lama dan akhirnya jg cancel.. jd buang2 waktu aja jd nya",Negatif,sangat disayangkan driver nya masih ada aja yg klo ga mau ambil orderan di chat ataupun ditelpon ga direspon dan diem aja ga gerak harus ada perhatian dr aplikasi untuk driver yg seperti ini gpp klo ga mau ambil orderan tinggal chat customer aja kok jangan diem aja sampe kita nunggu lama dan akhirnya jg cancel jd buang waktu aja jd nya
Pengguna Google,5,2026-05-31 07:48:40,sangat membantu,Positif,sangat membantu
Pengguna Google,5,2026-05-31 07:17:46,aplikasi yg sangat membantu,Positif,aplikasi yg sangat membantu
Pengguna Google,5,2026-05-31 07:17:26,terbantukan dg gojek. thank alot... sukses buat smua,Positif,terbantukan dg gojek thank alot sukses buat smua
Pengguna Google,1,2026-05-31 07:15:12,aplikasi sampah. pesen makanan ga dapet dapet driver. dipikir pesen makan cuman buat nunggu kali? ya buat makan lah!!,Negatif,aplikasi sampah pesen makanan ga dapet dapet driver dipikir pesen makan cuman buat nunggu kali ya buat makan lah
Pengguna Google,5,2026-05-31 07:02:58,"info aja kalau mau jadi mitra grab khusus motor mending batalin aja sudah penuh, yg dicari cuma yang mobil",Positif,info aja kalau mau jadi mitra grab khusus motor mending batalin aja sudah penuh yg dicari cuma yang mobil
Pengguna Google,5,2026-05-31 07:02:17,👍👍👍👍👍,Positif,
Pengguna Google,1,2026-05-31 06:45:39,sekarang kalau mau gofood kenapa estimasi waktu sampainya lama sekali terutama yang diskon murah. padahal makanan yang disiapkan termasuk ringan dan ringkas.,Negatif,sekarang kalau mau gofood kenapa estimasi waktu sampainya lama sekali terutama yang diskon murah padahal makanan yang disiapkan termasuk ringan dan ringkas
Pengguna Google,5,2026-05-31 06:25:38,aman,Positif,aman
Pengguna Google,5,2026-05-31 05:57:01,bagusss,Positif,bagusss
Pengguna Google,5,2026-05-31 05:43:35,"bagus mantap, pelayanan ok... saran untuk metode pembayaran gopay di permudah, masa setengah², udh bayar lewat gopay bayar lagi sisa nya cash.",Positif,bagus mantap pelayanan ok saran untuk metode pembayaran gopay di permudah masa setengah udh bayar lewat gopay bayar lagi sisa nya cash
Pengguna Google,4,2026-05-31 05:39:40,mahal terus kalau hujan susah dapet driver,Positif,mahal terus kalau hujan susah dapet driver
Pengguna Google,5,2026-05-31 05:19:40,mantaps,Positif,mantaps
Pengguna Google,5,2026-05-31 05:06:15,Warung bukak jadi tutup,Positif,warung bukak jadi tutup
Pengguna Google,5,2026-05-31 05:04:58,kerja cepat dan tanggung jawab❤️,Positif,kerja cepat dan tanggung jawab
Pengguna Google,5,2026-05-31 04:39:09,cepat sekali,Positif,cepat sekali
Pengguna Google,5,2026-05-31 04:36:02,Bagus Cepat,Positif,bagus cepat
Pengguna Google,5,2026-05-31 04:32:12,senang...baik drivernya,Positif,senangbaik drivernya
Pengguna Google,5,2026-05-31 04:21:32,cepat aman dan nyaman,Positif,cepat aman dan nyaman
Pengguna Google,5,2026-05-31 04:20:53,sangat membantu aplikasi ini untuk kegiatan yg super sibuk,Positif,sangat membantu aplikasi ini untuk kegiatan yg super sibuk
Pengguna Google,1,2026-05-31 04:15:47,i hate gojek. mau hapus akun aja saldonya harus nol dulu. ribet banget malah jadi rugi banyak.,Negatif,i hate gojek mau hapus akun aja saldonya harus nol dulu ribet banget malah jadi rugi banyak
Pengguna Google,5,2026-05-31 04:14:51,It's Very Good,Positif,its very good
Pengguna Google,5,2026-05-31 04:12:34,sopirnya enak ramah & sabar,Positif,sopirnya enak ramah sabar
Pengguna Google,5,2026-05-31 04:03:08,cepat dan aman,Positif,cepat dan aman
Pengguna Google,5,2026-05-31 03:57:33,keren ... gak banyak drama langsung sat set gak kayak aolikasi sebelah...,Positif,keren gak banyak drama langsung sat set gak kayak aolikasi sebelah
Pengguna Google,5,2026-05-31 03:57:08,Mantap,Positif,mantap
Pengguna Google,5,2026-05-31 03:51:23,padu,Positif,padu
Pengguna Google,1,2026-05-31 03:38:51,Gk bermutu...pinjaman gak pernah telat bayar..tapi pas lunas mau ajuin lagi gak bisa...sesuai mood yah yg ACC pinjaman di gojek,Negatif,gk bermutupinjaman gak pernah telat bayartapi pas lunas mau ajuin lagi gak bisasesuai mood yah yg acc pinjaman di gojek
Pengguna Google,1,2026-05-31 03:36:19,"kalo supir gocar nggak mau nerima orderan , bukannya di tolak atau ngasi tauu ke customer. malah dibiarin gitu aja . nyusahinn",Negatif,kalo supir gocar nggak mau nerima orderan bukannya di tolak atau ngasi tauu ke customer malah dibiarin gitu aja nyusahinn
Pengguna Google,5,2026-05-31 03:32:33,baik drivernya,Positif,baik drivernya
Pengguna Google,3,2026-05-31 03:18:17,"selalu apes,,pesen gocar XL,,dapetny calya/sigra...",Negatif,selalu apespesen gocar xldapetny calyasigra
Pengguna Google,4,2026-05-31 03:11:22,lebih detail dripada apk sebelah,Positif,lebih detail dripada apk sebelah
Pengguna Google,5,2026-05-31 02:58:38,the best,Positif,the best
Pengguna Google,5,2026-05-31 02:57:19,"sampai sekarang saya nyaman pake Gojek ,Terima kasih",Positif,sampai sekarang saya nyaman pake gojek terima kasih
Pengguna Google,5,2026-05-31 02:39:49,okkkkkkk,Positif,okkkkkkk
Pengguna Google,5,2026-05-31 02:39:28,enak nyaman cepet sampai tarif murah terima kasih gojek,Positif,enak nyaman cepet sampai tarif murah terima kasih gojek
Pengguna Google,1,2026-05-31 02:21:20,LEMOT MAHAL STUPID TLOLL,Negatif,lemot mahal stupid tloll
Pengguna Google,1,2026-05-31 02:17:36,"Di bagian GoPulsa, apa maksudnya provider tidak tersedia? Perbaiki yg benar! Jgn mempersulit!",Negatif,di bagian gopulsa apa maksudnya provider tidak tersedia perbaiki yg benar jgn mempersulit
Pengguna Google,1,2026-05-31 02:03:23,semoga bangkrut,Negatif,semoga bangkrut
Pengguna Google,5,2026-05-31 02:02:44,bagus dan aman,Positif,bagus dan aman
Pengguna Google,1,2026-05-31 01:50:06,Solusi driver kabur bawa orderan gofood dong,Negatif,solusi driver kabur bawa orderan gofood dong
Pengguna Google,4,2026-05-31 01:49:39,"tolong dong bagian gofood nya bisa chat pihak resto, kalo cs kelupaan psg deskripsi mau komunikasi pihak resto mengenai detail makanan spt bagian ayam paha atau dada tu nyusahin bgt, mana resto tuh dikasi rata dada (bagi yg gak suka) mau minta tukar driver gak mau krna estimasi hrs tepat waktu😭",Positif,tolong dong bagian gofood nya bisa chat pihak resto kalo cs kelupaan psg deskripsi mau komunikasi pihak resto mengenai detail makanan spt bagian ayam paha atau dada tu nyusahin bgt mana resto tuh dikasi rata dada bagi yg gak suka mau minta tukar driver gak mau krna estimasi hrs tepat waktu
Pengguna Google,5,2026-05-31 01:32:33,pasti terlaksana apapun kebutuhan kita di waktu memakai aplikasi ini👍,Positif,pasti terlaksana apapun kebutuhan kita di waktu memakai aplikasi ini
Pengguna Google,5,2026-05-31 01:13:53,drivernya ramah,Positif,drivernya ramah
Pengguna Google,5,2026-05-31 01:11:44,sangat berguna saat buru2,Positif,sangat berguna saat buru
Pengguna Google,1,2026-05-31 00:35:58,aplikasinya selalu bermasalah,Negatif,aplikasinya selalu bermasalah
Pengguna Google,5,2026-05-30 23:48:06,oke,Positif,oke
Pengguna Google,5,2026-05-30 23:41:56,lebih cepat jemput,Positif,lebih cepat jemput
Pengguna Google,5,2026-05-30 23:07:45,sangat oke... baik diperjalanan sangat membantu disaat diperlukan,Positif,sangat oke baik diperjalanan sangat membantu disaat diperlukan
Pengguna Google,5,2026-05-30 23:00:02,oke,Positif,oke
Pengguna Google,5,2026-05-30 22:53:42,cepat dan ga ribet,Positif,cepat dan ga ribet
Pengguna Google,5,2026-05-30 22:28:42,ok,Positif,ok
Pengguna Google,5,2026-05-30 22:22:59,baik & bagus servis nya 👍👍,Positif,baik bagus servis nya
Pengguna Google,5,2026-05-30 22:20:43,good,Positif,good
Pengguna Google,5,2026-05-30 22:18:34,wow,Positif,wow
Pengguna Google,2,2026-05-30 22:05:10,tiap hari langganan Go-Jek ke mana-mana tapi nyari driver nyah setengah mati Go-Jek kekurangan driver apa gii mana ?,Negatif,tiap hari langganan gojek ke manamana tapi nyari driver nyah setengah mati gojek kekurangan driver apa gii mana
Pengguna Google,5,2026-05-30 22:04:42,aplikasi terpercaya untuk pengguna yang cepat tanggap respon,Positif,aplikasi terpercaya untuk pengguna yang cepat tanggap respon
