userName,score,at,content,label,clean_content
Pengguna Google,1,2026-05-20 05:57:08,ini fungsi buat apk ini apaan dah bukan nya mempermudah malah mempersulit bolak balik verifikasi terus. kalau gak bisa bikin apk mending gak usah bikin kesal orng aja,Negatif,ini fungsi buat apk ini apaan dah bukan nya mempermudah malah mempersulit bolak balik verifikasi terus kalau gak bisa bikin apk mending gak usah bikin kesal orng aja
Pengguna Google,1,2026-05-19 17:58:31,bikin kesel padahal udah isi pulsa tetep ja tidak muncul kodenya yang bner dong kapan maju nya nih Indonesia klw masih di persulit juga,Negatif,bikin kesel padahal udah isi pulsa tetep ja tidak muncul kodenya yang bner dong kapan maju nya nih indonesia klw masih di persulit juga
Pengguna Google,1,2026-05-19 09:33:15,"apk ngawur, bilang harus laporan,mau masuk aja angel temen, pak pur gimana ini",Negatif,apk ngawur bilang harus laporanmau masuk aja angel temen pak pur gimana ini
Pengguna Google,5,2026-05-19 07:26:55,niceee bisa lapor spt cepet bangettt,Positif,niceee bisa lapor spt cepet bangettt
Pengguna Google,1,2026-05-19 03:34:55,"apk ini bukan resmi dari djp, pas gw tanya mereka emang ga pernah tulis aplikasi semuanya langsung ke email jadi ni apk palsu cik",Negatif,apk ini bukan resmi dari djp pas gw tanya mereka emang ga pernah tulis aplikasi semuanya langsung ke email jadi ni apk palsu cik
Pengguna Google,1,2026-05-19 01:55:23,SAMPAH,Negatif,sampah
Pengguna Google,1,2026-05-18 16:19:52,apks apa ini Wei susah amat dapat verifikasi nya perbaiki lagi dong. suka amat buat rakyat kesusahan,Negatif,apks apa ini wei susah amat dapat verifikasi nya perbaiki lagi dong suka amat buat rakyat kesusahan
Pengguna Google,5,2026-05-18 14:01:51,terbaik,Positif,terbaik
Pengguna Google,1,2026-05-18 07:14:07,di kasih map ko map buta...bodoh kali org pajak ini...kaya di zaman purba aja...ini udh zaman canggih bos...pemerintah pinter bikin korupsi doang...bukannya mempermudah malah mempersulit!!!,Negatif,di kasih map ko map butabodoh kali org pajak inikaya di zaman purba ajaini udh zaman canggih bospemerintah pinter bikin korupsi doangbukannya mempermudah malah mempersulit
Pengguna Google,1,2026-05-18 06:35:16,"APK AMPAS, GA ADA MEMPERMUDAH MALAH MEMPERSULIT",Negatif,apk ampas ga ada mempermudah malah mempersulit
Pengguna Google,1,2026-05-18 05:24:00,Pajak gua cuma buat bikin aplikasi begini?MIRIS,Negatif,pajak gua cuma buat bikin aplikasi beginimiris
Pengguna Google,1,2026-05-18 02:27:49,tidak bisa Login aalsan internet gagal hapus saja aplikasi ini tidak bisa dipakai,Negatif,tidak bisa login aalsan internet gagal hapus saja aplikasi ini tidak bisa dipakai
Pengguna Google,1,2026-05-17 12:25:22,aplikasi cacat,Negatif,aplikasi cacat
Pengguna Google,1,2026-05-17 10:41:46,"apk gjls ngirim kode otp aja lamanya minta ampun, pajak aja digedein tpi apk kya gini lemotnya minta ampun",Negatif,apk gjls ngirim kode otp aja lamanya minta ampun pajak aja digedein tpi apk kya gini lemotnya minta ampun
Pengguna Google,1,2026-05-17 08:39:25,bukan coretax mobile,Negatif,bukan coretax mobile
Pengguna Google,1,2026-05-16 23:25:39,ribet,Negatif,ribet
Pengguna Google,1,2026-05-16 16:34:09,aplikasi gagal verif aja kikir make pulsa,Negatif,aplikasi gagal verif aja kikir make pulsa
Pengguna Google,1,2026-05-16 12:23:28,susah di akses,Negatif,susah di akses
Pengguna Google,1,2026-05-16 11:03:16,apliksi ini perlu di benahi bnyak yg kna scam karna aplikasi ini termasuk saya,Negatif,apliksi ini perlu di benahi bnyak yg kna scam karna aplikasi ini termasuk saya
Pengguna Google,5,2026-05-16 01:44:43,nice,Positif,nice
Pengguna Google,2,2026-05-16 00:46:05,"otp lama bgt Gilak ni, ada operatornya ga sih? kalo otomatis kok sejam ga kirim"" otp...hadehhh apk indo.",Negatif,otp lama bgt gilak ni ada operatornya ga sih kalo otomatis kok sejam ga kirim otphadehhh apk indo
Pengguna Google,1,2026-05-15 15:38:12,"payah sistem nya , sangat rumit,duit pajak cuma bikin web Kya gini, tidak bisa membantu",Negatif,payah sistem nya sangat rumitduit pajak cuma bikin web kya gini tidak bisa membantu
Pengguna Google,1,2026-05-15 10:52:19,layanan pemerintah gak di onlen gak di offline. dobol,Negatif,layanan pemerintah gak di onlen gak di offline dobol
Pengguna Google,1,2026-05-15 08:09:32,"mau bikin npwp susah banget, tinggal aktivasi saja kode otp GK di kirim kirim, pulsa masih banyak 20 ribuan ada, sama aja, payah😇😇",Negatif,mau bikin npwp susah banget tinggal aktivasi saja kode otp gk di kirim kirim pulsa masih banyak ribuan ada sama aja payah
Pengguna Google,5,2026-05-15 06:39:44,lebih mudah,Positif,lebih mudah
Pengguna Google,2,2026-05-15 05:49:41,cara mau daftarnya susah dan ribet banget ... sampai emosi gw ...,Negatif,cara mau daftarnya susah dan ribet banget sampai emosi gw
Pengguna Google,1,2026-05-14 06:46:30,sampah aplikasi.. eror trus dirjen pajak koq aplikasi bgtu. huh,Negatif,sampah aplikasi eror trus dirjen pajak koq aplikasi bgtu huh
Pengguna Google,1,2026-05-14 04:38:32,gak kelas error terus,Negatif,gak kelas error terus
Pengguna Google,1,2026-05-13 15:30:16,tdak penting,Negatif,tdak penting
Pengguna Google,1,2026-05-13 14:12:18,aplikasi kon62829 coretax gimana ko gak bisa log in,Negatif,aplikasi kon coretax gimana ko gak bisa log in
Pengguna Google,5,2026-05-13 14:06:38,sabgat memuaskan,Positif,sabgat memuaskan
Pengguna Google,1,2026-05-13 07:13:16,sampah macam apa yg menghabiskan kuota dan buang waktu ini,Negatif,sampah macam apa yg menghabiskan kuota dan buang waktu ini
Pengguna Google,4,2026-05-13 07:06:44,suka,Positif,suka
Pengguna Google,1,2026-05-13 06:46:54,jlek,Negatif,jlek
Pengguna Google,1,2026-05-13 04:15:00,bobrok,Negatif,bobrok
Pengguna Google,1,2026-05-13 02:53:27,"apk apk begini ga pantes di buat sama orang tua,nyusahin anak muda aja mending pensiun dah",Negatif,apk apk begini ga pantes di buat sama orang tuanyusahin anak muda aja mending pensiun dah
Pengguna Google,4,2026-05-13 02:17:30,baik,Positif,baik
Pengguna Google,1,2026-05-12 17:12:05,aplikasi gk guna nyusahin eror terus,Negatif,aplikasi gk guna nyusahin eror terus
Pengguna Google,1,2026-05-12 16:05:31,Sistem nya kurang memuaskan tolong diperbaiki,Negatif,sistem nya kurang memuaskan tolong diperbaiki
Pengguna Google,1,2026-05-12 16:02:39,"Susah banget buat verifikasi padahal udah masuk tapi tetap aja gak bisa login parah sihh gak ada guna nyaa gak bisa bikin online buanh"" pulsa dan tenaga",Negatif,susah banget buat verifikasi padahal udah masuk tapi tetap aja gak bisa login parah sihh gak ada guna nyaa gak bisa bikin online buanh pulsa dan tenaga
Pengguna Google,1,2026-05-12 14:13:24,"Sudah verifikasj berkali kali, error, mana pake sms ,pake pulsa lagi, udah habis bbeberapa duit masih saja error, padahal tinggal kirim aja,",Negatif,sudah verifikasj berkali kali error mana pake sms pake pulsa lagi udah habis bbeberapa duit masih saja error padahal tinggal kirim aja
Pengguna Google,1,2026-05-12 11:11:11,ribet banget,Negatif,ribet banget
Pengguna Google,5,2026-05-12 06:24:27,nice,Positif,nice
Pengguna Google,1,2026-05-12 03:36:53,aplikasi yang gak bermutu dan habisin anggaran doang,Negatif,aplikasi yang gak bermutu dan habisin anggaran doang
Pengguna Google,2,2026-05-11 16:34:55,"maaf ini aplikasi fungsinya buat apa ya, bermasalah terus kalau masuk. mohon sebelum rilis dipastikan aplikasi dalam keadaan baik. tujuannya mempermudah tapi malah mempersulit",Negatif,maaf ini aplikasi fungsinya buat apa ya bermasalah terus kalau masuk mohon sebelum rilis dipastikan aplikasi dalam keadaan baik tujuannya mempermudah tapi malah mempersulit
Pengguna Google,1,2026-05-11 11:34:40,aplikasi kurang membantu,Negatif,aplikasi kurang membantu
Pengguna Google,1,2026-05-11 11:11:52,susah sekali daftarnya,Negatif,susah sekali daftarnya
Pengguna Google,1,2026-05-11 10:48:37,waste,Negatif,waste
Pengguna Google,1,2026-05-11 04:01:53,"ini teh dibayar anjir ama rakyat, sistemnya eror muku gabisa akses, butut bgt",Negatif,ini teh dibayar anjir ama rakyat sistemnya eror muku gabisa akses butut bgt
Pengguna Google,1,2026-05-11 03:23:09,"sumpah bug nya ga pernah di benerin, pantes aja merugikan negara org dalam nya aja ga pernah di benerin",Negatif,sumpah bug nya ga pernah di benerin pantes aja merugikan negara org dalam nya aja ga pernah di benerin
Pengguna Google,1,2026-05-11 00:27:14,aplikasi gaguna eror banget,Negatif,aplikasi gaguna eror banget
Pengguna Google,1,2026-05-10 16:59:05,gunanya aplikasi apa ya.. gabisa dipake login udah data bener semua ttep gabisa,Negatif,gunanya aplikasi apa ya gabisa dipake login udah data bener semua ttep gabisa
Pengguna Google,1,2026-05-10 10:37:52,"Mau bayar pajak aja dipersusah JEMBOET!!, ni aplikasi banyak bugnya woei!!",Negatif,mau bayar pajak aja dipersusah jemboet ni aplikasi banyak bugnya woei
Pengguna Google,1,2026-05-10 05:39:58,"aplikasi ga jelas, ga guna. mau login gagal terus, mau daftar atau registrasi ulang juga ga bisa keterangan nik sudah terdaftar. giliran mau login atau lupa sandi ga bisa juga. mempersulit sekali.",Negatif,aplikasi ga jelas ga guna mau login gagal terus mau daftar atau registrasi ulang juga ga bisa keterangan nik sudah terdaftar giliran mau login atau lupa sandi ga bisa juga mempersulit sekali
Pengguna Google,1,2026-05-10 00:11:50,"payah mau login aja susah betul, mana aktifasi doang aja makan waktu banget.... tolong lah orang mau taat pajak loh ini kok malah dipersulit",Negatif,payah mau login aja susah betul mana aktifasi doang aja makan waktu banget tolong lah orang mau taat pajak loh ini kok malah dipersulit
Pengguna Google,1,2026-05-09 13:59:11,"aplikasi belum jadi udah dipake, banyak errornya",Negatif,aplikasi belum jadi udah dipake banyak errornya
Pengguna Google,1,2026-05-09 04:00:24,"susah dicerna, tolonglah perbaiki",Negatif,susah dicerna tolonglah perbaiki
Pengguna Google,2,2026-05-09 02:38:12,"UI UX Nya ampas amat wkakckaka, Orang IT nya gimana si? boomers² bau tanah ssuruh bikin Aplikasi jdinya bgini, banyak eror, bug.. Form pendaftaran npwp aja gak jelas penulisan teksnya bikin bingung",Negatif,ui ux nya ampas amat wkakckaka orang it nya gimana si boomers bau tanah ssuruh bikin aplikasi jdinya bgini banyak eror bug form pendaftaran npwp aja gak jelas penulisan teksnya bikin bingung
Pengguna Google,1,2026-05-08 23:20:00,"aplikasi tidak jelas, banyak bug, fitur lapor pajak tidak bisa.",Negatif,aplikasi tidak jelas banyak bug fitur lapor pajak tidak bisa
Pengguna Google,1,2026-05-08 08:45:15,"tidak user friendly, ribet banget, lebih bagus aplikasi super apps yeeay",Negatif,tidak user friendly ribet banget lebih bagus aplikasi super apps yeeay
Pengguna Google,1,2026-05-08 08:17:34,"sudah pernah bikin akun, tapi apa login lagi malah ditolak terus, padahal email dan nomor telpon sudah benar, sudah memasukan nik juga, tapi tetap tidak bisa login",Negatif,sudah pernah bikin akun tapi apa login lagi malah ditolak terus padahal email dan nomor telpon sudah benar sudah memasukan nik juga tapi tetap tidak bisa login
Pengguna Google,1,2026-05-08 08:09:48,susah dibuka error trus,Negatif,susah dibuka error trus
Pengguna Google,1,2026-05-08 05:52:39,RIBET BETOL2 RIBET MAU REGISTRASI AJA .,Negatif,ribet betol ribet mau registrasi aja
Pengguna Google,5,2026-05-08 04:29:20,bagus,Positif,bagus
Pengguna Google,1,2026-05-08 01:10:28,"suruh masukan captca, tapi kgk ada,gk keluatan,apa yang mau di masukin",Negatif,suruh masukan captca tapi kgk adagk keluatanapa yang mau di masukin
Pengguna Google,1,2026-05-07 13:16:26,parah GK bisa diharapkan,Negatif,parah gk bisa diharapkan
Pengguna Google,5,2026-05-07 12:18:23,mantap,Positif,mantap
Pengguna Google,5,2026-05-07 09:02:10,bikin npwp online sekarang tuh susah . Tahun lalu mah mudah ini malah ribet sering eror . alamat geteg ngaco,Positif,bikin npwp online sekarang tuh susah tahun lalu mah mudah ini malah ribet sering eror alamat geteg ngaco
Pengguna Google,4,2026-05-07 03:13:23,"baik dan bagus. segala urusan pelayanan pajak cukup detail Tampa harus ribet, jadi kita ngak susah kekantor cabang langsung cukup diaplikasi, asal bisa memahami langkah-langkah nya untuk memenuhi prosedur. yang aplikasi nya sangat bermanfaat untuk semua nya.",Positif,baik dan bagus segala urusan pelayanan pajak cukup detail tampa harus ribet jadi kita ngak susah kekantor cabang langsung cukup diaplikasi asal bisa memahami langkahlangkah nya untuk memenuhi prosedur yang aplikasi nya sangat bermanfaat untuk semua nya
Pengguna Google,1,2026-05-07 02:38:37,aplikasi setan. mau daftar sdh setahun tidak bisa klik tombol verifikasi,Negatif,aplikasi setan mau daftar sdh setahun tidak bisa klik tombol verifikasi
Pengguna Google,1,2026-05-06 15:33:59,"KONYOL BGT SEKELAS PEMERINTAH GAK BISA NYIMPEN FORM DI SESSION, AKHIRNYA STUK PAS DAFTAR GAK BISA APA2",Negatif,konyol bgt sekelas pemerintah gak bisa nyimpen form di session akhirnya stuk pas daftar gak bisa apa
Pengguna Google,1,2026-05-06 15:02:58,baik website dan aplikasi nya tidak bisa melakukan login,Negatif,baik website dan aplikasi nya tidak bisa melakukan login
Pengguna Google,1,2026-05-05 07:17:38,aplikasinya sering nge hang,Negatif,aplikasinya sering nge hang
Pengguna Google,1,2026-05-05 07:11:41,"tolong lah jangan di persulit gini mau daftar online aja susah tolong perbaiki kasian orng² lah,udah mah sya lagi butuh bnget npwp malah di persulit gini",Negatif,tolong lah jangan di persulit gini mau daftar online aja susah tolong perbaiki kasian orng lahudah mah sya lagi butuh bnget npwp malah di persulit gini
Pengguna Google,1,2026-05-05 05:45:09,nggak beres aplikasi nya. nggak guna,Negatif,nggak beres aplikasi nya nggak guna
Pengguna Google,1,2026-05-04 20:42:50,ahlinya IT,Negatif,ahlinya it
Pengguna Google,1,2026-05-04 02:07:50,herman kenapa cuma verivikasi otp nomor telepon . musti pake pulsa? sekelas negara yang butuh pajak tapi gak modal bener dah udah digaji tapi gak profesional,Negatif,herman kenapa cuma verivikasi otp nomor telepon musti pake pulsa sekelas negara yang butuh pajak tapi gak modal bener dah udah digaji tapi gak profesional
Pengguna Google,4,2026-05-03 13:25:50,kenapa ya gk bisa swafoto,Positif,kenapa ya gk bisa swafoto
Pengguna Google,1,2026-05-03 07:21:32,"Harus diperbaiki lagi sih ini. Tolong dong, ngga mungkin se abai itu para pekerja dan pengembang aplikasi. Dari tahun kemarin masa masih gini-gini aja. Malah makin ga jelas.",Negatif,harus diperbaiki lagi sih ini tolong dong ngga mungkin se abai itu para pekerja dan pengembang aplikasi dari tahun kemarin masa masih ginigini aja malah makin ga jelas
Pengguna Google,1,2026-05-03 03:24:58,ini menurut beyond BNI. adalah aplikasi pishing. hati hati.,Negatif,ini menurut beyond bni adalah aplikasi pishing hati hati
Pengguna Google,1,2026-05-03 00:56:13,sebenarnya apk ini ada maafnya gak?apk pemerintah kenapa seperti ini buang buang uang tapi tidak berguna,Negatif,sebenarnya apk ini ada maafnya gakapk pemerintah kenapa seperti ini buang buang uang tapi tidak berguna
Pengguna Google,1,2026-05-02 23:36:41,"Tiba2 gak bisa login. Lewat ""lupa kata sandi"" juga tetap gabisa walaupun pakai nomor HP dan email yang sudah didaftarin.",Negatif,tiba gak bisa login lewat lupa kata sandi juga tetap gabisa walaupun pakai nomor hp dan email yang sudah didaftarin
